block,number,placement,code,coordX,coord-Y,expandX,expand-Y,placeholder,Blok Rumah,Spesifikasi
a03,8,,comv,6253.5,6465.5,72,144,violet,A03/08,36/72 (6x12)
a03,7,,comv,6325.5,6465.5,72,144,violet,A03/07,36/72 (6x12)
a03,6,,comv,6397.5,6465.5,72,144,violet,A03/06,36/72 (6x12)
a03,5,,comv,6469.5,6465.5,72,144,violet,A03/05,36/72 (6x12)
a03,4,,comv,6541.5,6465.5,72,144,violet,A03/04,36/72 (6x12)
a03,3,,comv,6613.5,6465.5,72,144,violet,A03/03,36/72 (6x12)
a03,2,,comv,6685.5,6465.5,72,144,violet,A03/02,36/72 (6x12)
a03,1,,comv36,6757.5,6465.5,108,144,darkviolet,A03/01,36/72 (6x12) +36
a03,47,vert,subv40,6133.5,6609.5,120,120,darkgreen,A03/47,27/60 (6x10) +40
a03,48,vert,subv,6253.5,6609.5,72,120,lightgreen,A03/48,27/60 (6x10)
a03,49,vert,subv,6325.5,6609.5,72,120,lightgreen,A03/49,27/60 (6x10)
a03,50,vert,subv,6397.5,6609.5,72,120,lightgreen,A03/50,27/60 (6x10)
a03,51,vert,subv,6469.5,6609.5,72,120,lightgreen,A03/51,27/60 (6x10)
a03,52,vert,subv,6541.5,6609.5,72,120,lightgreen,A03/52,27/60 (6x10)
a03,53,vert,subv,6613.5,6609.5,72,120,lightgreen,A03/53,27/60 (6x10)
a03,54,vert,subv,6685.5,6609.5,72,120,lightgreen,A03/54,27/60 (6x10)
a03,55,vert,subv,6757.5,6609.5,72,120,lightgreen,A03/55,27/60 (6x10)
a04,10,vert,subv40,6133.5,6813.5,120,120,darkgreen,A04/10,27/60 (6x10) +40
a04,9,vert,subv,6253.5,6813.5,72,120,lightgreen,A04/09,27/60 (6x10)
a04,8,vert,subv,6325.5,6813.5,72,120,lightgreen,A04/08,27/60 (6x10)
a04,7,vert,subv,6397.5,6813.5,72,120,lightgreen,A04/07,27/60 (6x10)
a04,6,vert,subv,6469.5,6813.5,72,120,lightgreen,A04/06,27/60 (6x10)
a04,5,vert,subv30,6541.5,6813.5,108,120,limegreen,A04/05,27/60 (6x10) +30
a04,47,vert,subv40,6133.5,6933.5,120,120,darkgreen,A04/47,27/60 (6x10) +40
a04,48,vert,subv,6253.5,6933.5,72,120,lightgreen,A04/48,27/60 (6x10)
a04,49,vert,subv,6325.5,6933.5,72,120,lightgreen,A04/49,27/60 (6x10)
a04,50,vert,subv,6397.5,6933.5,72,120,lightgreen,A04/50,27/60 (6x10)
a04,51,vert,subv,6469.5,6933.5,72,120,lightgreen,A04/51,27/60 (6x10)
a04,52,vert,subv30,6541.5,6933.5,108,120,limegreen,A04/52,27/60 (6x10) +30
a05,10,vert,subv40,6133.5,7137.5,120,120,darkgreen,A05/10,27/60 (6x10) +40
a05,9,vert,subv,6253.5,7137.5,72,120,lightgreen,A05/09,27/60 (6x10)
a05,8,vert,subv,6325.5,7137.5,72,120,lightgreen,A05/08,27/60 (6x10)
a05,7,vert,subv,6397.5,7137.5,72,120,lightgreen,A05/07,27/60 (6x10)
a05,6,vert,subv,6469.5,7137.5,72,120,lightgreen,A05/06,27/60 (6x10)
a05,5,vert,subv,6541.5,7137.5,72,120,lightgreen,A05/05,27/60 (6x10)
a05,4,vert,subv,6613.5,7137.5,72,120,lightgreen,A05/04,27/60 (6x10)
a05,47,vert,subv40,6133.5,7257.5,120,120,darkgreen,A05/47,27/60 (6x10) +40
a05,48,vert,subv,6253.5,7257.5,72,120,lightgreen,A05/48,27/60 (6x10)
a05,49,vert,subv,6325.5,7257.5,72,120,lightgreen,A05/49,27/60 (6x10)
a05,50,vert,subv,6397.5,7257.5,72,120,lightgreen,A05/50,27/60 (6x10)
a05,51,vert,subv,6469.5,7257.5,72,120,lightgreen,A05/51,27/60 (6x10)
a05,52,vert,subv,6541.5,7257.5,72,120,lightgreen,A05/52,27/60 (6x10)
a05,53,vert,subv,6613.5,7257.5,72,120,lightgreen,A05/53,27/60 (6x10)
a06,10,vert,subv40,6133.5,7461.5,120,120,darkgreen,A06/10,27/60 (6x10) +40
a06,9,vert,subv,6253.5,7461.5,72,120,lightgreen,A06/09,27/60 (6x10)
a06,8,vert,subv,6325.5,7461.5,72,120,lightgreen,A06/08,27/60 (6x10)
a06,7,vert,subv,6397.5,7461.5,72,120,lightgreen,A06/07,27/60 (6x10)
a06,6,vert,subv30,6469.5,7461.5,108,120,limegreen,A06/06,27/60 (6x10) +30
a06,47,vert,subv40,6133.5,7581.5,120,120,darkgreen,A06/47,27/60 (6x10) +40
a06,48,vert,subv,6253.5,7581.5,72,120,lightgreen,A06/48,27/60 (6x10)
a06,49,vert,subv,6325.5,7581.5,72,120,lightgreen,A06/49,27/60 (6x10)
a06,50,vert,subv,6397.5,7581.5,72,120,lightgreen,A06/50,27/60 (6x10)
a06,51,vert,subv30,6469.5,7581.5,108,120,limegreen,A06/51,27/60 (6x10) +30
a07,1,,comh30,6133.5,7785.5,144,108,fuchsia,A07/01,36/72 (6x12) +30
a07,2,,comh,6133.5,7893.5,144,72,violet,A07/02,36/72 (6x12)
a07,3,,comh,6133.5,7965.5,144,72,violet,A07/03,36/72 (6x12)
a07,4,,comh,6133.5,8037.5,144,72,violet,A07/04,36/72 (6x12)
a07,5,,comh,6133.5,8109.5,144,72,violet,A07/05,36/72 (6x12)
a07,6,,comh,6133.5,8181.5,144,72,violet,A07/06,36/72 (6x12)
a07,7,,comh,6133.5,8253.5,144,72,violet,A07/07,36/72 (6x12)
a07,8,,comh,6133.5,8325.5,144,72,violet,A07/08,36/72 (6x12)
a11,23,vert,comv,4097.5,5601.5,72,144,violet,A11/23,36/72 (6x12)
a11,22,vert,comv,4169.5,5601.5,72,144,violet,A11/22,36/72 (6x12)
a11,21,vert,comv,4241.5,5601.5,72,144,violet,A11/21,36/72 (6x12)
a11,20,vert,comv,4313.5,5601.5,72,144,violet,A11/20,36/72 (6x12)
a11,19,vert,comv,4385.5,5601.5,72,144,violet,A11/19,36/72 (6x12)
a11,18,vert,comv,4457.5,5601.5,72,144,violet,A11/18,36/72 (6x12)
a11,17,vert,comv,4529.5,5601.5,72,144,violet,A11/17,36/72 (6x12)
a11,16,vert,comv,4601.5,5601.5,72,144,violet,A11/16,36/72 (6x12)
a11,15,vert,comv,4673.5,5601.5,72,144,violet,A11/15,36/72 (6x12)
a11,14,vert,comv,4745.5,5601.5,72,144,violet,A11/14,36/72 (6x12)
a11,13,vert,comv,4817.5,5601.5,72,144,violet,A11/12A,36/72 (6x12)
a11,12,vert,comv,4889.5,5601.5,72,144,violet,A11/12,36/72 (6x12)
a11,11,vert,comv,4961.5,5601.5,72,144,violet,A11/11,36/72 (6x12)
a11,10,vert,comv,5033.5,5601.5,72,144,violet,A11/10,36/72 (6x12)
a11,9,vert,comv,5105.5,5601.5,72,144,violet,A11/09,36/72 (6x12)
a11,8,vert,comv,5177.5,5601.5,72,144,violet,A11/08,36/72 (6x12)
a11,7,vert,comv,5249.5,5601.5,72,144,violet,A11/07,36/72 (6x12)
a11,6,vert,comv,5321.5,5601.5,72,144,violet,A11/06,36/72 (6x12)
a11,5,vert,comv,5393.5,5601.5,72,144,violet,A11/05,36/72 (6x12)
a11,4,vert,comv,5465.5,5601.5,72,144,violet,A11/04,36/72 (6x12)
a11,3,vert,comv,5537.5,5601.5,72,144,violet,A11/03,36/72 (6x12)
a11,2,vert,comv30,5609.5,5601.5,102,144,fuchsia,A11/02,36/72 (6x12) +30
a11,1,vert,comv30,5711.5,5601.5,102,144,fuchsia,A11/01,36/72 (6x12) +30
a11,34,vert,subv,4097.5,5745.5,72,120,lightgreen,A11/34,27/60 (6x10)
a11,35,vert,subv,4169.5,5745.5,72,120,lightgreen,A11/35,27/60 (6x10)
a11,36,vert,subv,4241.5,5745.5,72,120,lightgreen,A11/36,27/60 (6x10)
a11,37,vert,subv,4313.5,5745.5,72,120,lightgreen,A11/37,27/60 (6x10)
a11,38,vert,subv,4385.5,5745.5,72,120,lightgreen,A11/38,27/60 (6x10)
a11,39,vert,subv,4457.5,5745.5,72,120,lightgreen,A11/39,27/60 (6x10)
a11,40,vert,subv,4529.5,5745.5,72,120,lightgreen,A11/40,27/60 (6x10)
a11,41,vert,subv,4601.5,5745.5,72,120,lightgreen,A11/41,27/60 (6x10)
a11,42,vert,subv,4673.5,5745.5,72,120,lightgreen,A11/42,27/60 (6x10)
a11,43,vert,subv,4745.5,5745.5,72,120,lightgreen,A11/43,27/60 (6x10)
a11,44,vert,subv,4817.5,5745.5,72,120,lightgreen,A11/44,27/60 (6x10)
a11,45,vert,subv,4889.5,5745.5,72,120,lightgreen,A11/45,27/60 (6x10)
a11,46,vert,subv,4961.5,5745.5,72,120,lightgreen,A11/46,27/60 (6x10)
a11,47,vert,subv,5033.5,5745.5,72,120,lightgreen,A11/47,27/60 (6x10)
a11,48,vert,subv,5105.5,5745.5,72,120,lightgreen,A11/48,27/60 (6x10)
a11,49,vert,subv,5177.5,5745.5,72,120,lightgreen,A11/49,27/60 (6x10)
a11,50,vert,subv,5249.5,5745.5,72,120,lightgreen,A11/50,27/60 (6x10)
a11,51,vert,subv,5321.5,5745.5,72,120,lightgreen,A11/51,27/60 (6x10)
a11,52,vert,subv,5393.5,5745.5,72,120,lightgreen,A11/52,27/60 (6x10)
a11,53,vert,subv,5465.5,5745.5,72,120,lightgreen,A11/53,27/60 (6x10)
a11,54,vert,subv,5537.5,5745.5,72,120,lightgreen,A11/54,27/60 (6x10)
a11,55,vert,subv25,5609.5,5745.5,102,120,chartreuse,A11/55,27/60 (6x10) +25
a11,56,vert,subv25,5711.5,5745.5,102,120,chartreuse,A11/56,27/60 (6x10) +25
a16,1,horz,comh36,5813.5,5601.5,144,108,darkviolet,A16/01,36/72 (6x12) +36
a16,2,horz,comh,5813.5,5709.5,144,72,violet,A16/02,36/72 (6x12)
a16,3,horz,comh,5813.5,5781.5,144,72,violet,A16/03,36/72 (6x12)
a16,4,horz,comh,5813.5,5853.5,144,72,violet,A16/04,36/72 (6x12)
a16,5,horz,comh,5813.5,5925.5,144,72,violet,A16/05,36/72 (6x12)
a16,6,horz,comh,5813.5,5997.5,144,72,violet,A16/06,36/72 (6x12)
a16,7,horz,comh,5813.5,6069.5,144,72,violet,A16/07,36/72 (6x12)
a16,41,horz,subh30,5693.5,5962.5,120,108,limegreen,A16/41,27/60 (6x10) +30
a16,40,horz,subh,5693.5,6070.5,120,72,lightgreen,A16/40,27/60 (6x10)
a16,39,horz,subh,5693.5,6142.5,120,72,lightgreen,A16/39,27/60 (6x10)
a16,38,horz,subh,5693.5,6214.5,120,72,lightgreen,A16/38,27/60 (6x10)
a16,37,horz,subh,5693.5,6286.5,120,72,lightgreen,A16/37,27/60 (6x10)
a17,46,horz,subh30,5357.5,5961.5,120,108,limegreen,A17/46,27/60 (6x10) +30
a17,45,horz,subh,5357.5,6069.5,120,72,lightgreen,A17/45,27/60 (6x10)
a17,44,horz,subh,5357.5,6141.5,120,72,lightgreen,A17/44,27/60 (6x10)
a17,43,horz,subh,5357.5,6213.5,120,72,lightgreen,A17/43,27/60 (6x10)
a17,42,horz,subh,5357.5,6285.5,120,72,lightgreen,A17/42,27/60 (6x10)
a17,41,horz,subh,5357.5,6357.5,120,72,lightgreen,A17/41,27/60 (6x10)
a17,40,horz,subh,5357.5,6429.5,120,72,lightgreen,A17/40,27/60 (6x10)
a17,39,horz,subh,5357.5,6501.5,120,72,lightgreen,A17/39,27/60 (6x10)
a17,38,horz,subh,5357.5,6573.5,120,72,lightgreen,A17/38,27/60 (6x10)
a17,37,horz,subh,5357.5,6645.5,120,72,lightgreen,A17/37,27/60 (6x10)
a17,1,horz,subh30,5477.5,5961.5,120,108,limegreen,A17/01,27/60 (6x10) +30
a17,2,horz,subh,5477.5,6069.5,120,72,lightgreen,A17/02,27/60 (6x10)
a17,3,horz,subh,5477.5,6141.5,120,72,lightgreen,A17/03,27/60 (6x10)
a17,4,horz,subh,5477.5,6213.5,120,72,lightgreen,A17/04,27/60 (6x10)
a17,5,horz,subh,5477.5,6285.5,120,72,lightgreen,A17/05,27/60 (6x10)
a17,6,horz,subh,5477.5,6357.5,120,72,lightgreen,A17/06,27/60 (6x10)
a17,7,horz,subh,5477.5,6429.5,120,72,lightgreen,A17/07,27/60 (6x10)
a17,8,horz,subh,5477.5,6501.5,120,72,lightgreen,A17/08,27/60 (6x10)
a18,46,horz,subh30,5033.5,5961.5,120,108,limegreen,A18/46,27/60 (6x10) +30
a18,45,horz,subh,5033.5,6069.5,120,72,lightgreen,A18/45,27/60 (6x10)
a18,44,horz,subh,5033.5,6141.5,120,72,lightgreen,A18/44,27/60 (6x10)
a18,43,horz,subh,5033.5,6213.5,120,72,lightgreen,A18/43,27/60 (6x10)
a18,42,horz,subh,5033.5,6285.5,120,72,lightgreen,A18/42,27/60 (6x10)
a18,41,horz,subh,5033.5,6357.5,120,72,lightgreen,A18/41,27/60 (6x10)
a18,40,horz,subh,5033.5,6429.5,120,72,lightgreen,A18/40,27/60 (6x10)
a18,39,horz,subh,5033.5,6501.5,120,72,lightgreen,A18/39,27/60 (6x10)
a18,38,horz,subh,5033.5,6573.5,120,72,lightgreen,A18/38,27/60 (6x10)
a18,37,horz,subh,5033.5,6645.5,120,72,lightgreen,A18/37,27/60 (6x10)
a18,36,horz,subh,5033.5,6717.5,120,72,lightgreen,A18/36,27/60 (6x10)
a18,35,horz,subh,5033.5,6789.5,120,72,lightgreen,A18/35,27/60 (6x10)
a18,34,horz,subh,5033.5,6861.5,120,72,lightgreen,A18/34,27/60 (6x10)
a18,33,horz,subh,5033.5,6933.5,120,72,lightgreen,A18/33,27/60 (6x10)
a18,1,horz,subh30,5153.5,5961.5,120,108,limegreen,A18/01,27/60 (6x10) +30
a18,2,horz,subh,5153.5,6069.5,120,72,lightgreen,A18/02,27/60 (6x10)
a18,3,horz,subh,5153.5,6141.5,120,72,lightgreen,A18/03,27/60 (6x10)
a18,4,horz,subh,5153.5,6213.5,120,72,lightgreen,A18/04,27/60 (6x10)
a18,5,horz,subh,5153.5,6285.5,120,72,lightgreen,A18/05,27/60 (6x10)
a18,6,horz,subh,5153.5,6357.5,120,72,lightgreen,A18/06,27/60 (6x10)
a18,7,horz,subh,5153.5,6429.5,120,72,lightgreen,A18/07,27/60 (6x10)
a18,8,horz,subh,5153.5,6501.5,120,72,lightgreen,A18/08,27/60 (6x10)
a18,9,horz,subh,5153.5,6573.5,120,72,lightgreen,A18/09,27/60 (6x10)
a18,10,horz,subh,5153.5,6645.5,120,72,lightgreen,A18/10,27/60 (6x10)
a18,11,horz,subh,5153.5,6717.5,120,72,lightgreen,A18/11,27/60 (6x10)
a18,12,horz,subh,5153.5,6789.5,120,72,lightgreen,A18/12,27/60 (6x10)
a18,13,horz,subh,5153.5,6861.5,120,72,lightgreen,A18/12A,27/60 (6x10)
a18,14,horz,subh,5153.5,6933.5,120,72,lightgreen,A18/14,27/60 (6x10)
a19,46,horz,subh30,4709.5,5961.5,120,108,limegreen,A19/46,27/60 (6x10) +30
a19,45,horz,subh,4709.5,6069.5,120,72,lightgreen,A19/45,27/60 (6x10)
a19,44,horz,subh,4709.5,6141.5,120,72,lightgreen,A19/44,27/60 (6x10)
a19,43,horz,subh,4709.5,6213.5,120,72,lightgreen,A19/43,27/60 (6x10)
a19,42,horz,subh,4709.5,6285.5,120,72,lightgreen,A19/42,27/60 (6x10)
a19,41,horz,subh,4709.5,6357.5,120,72,lightgreen,A19/41,27/60 (6x10)
a19,40,horz,subh,4709.5,6429.5,120,72,lightgreen,A19/40,27/60 (6x10)
a19,39,horz,subh,4709.5,6501.5,120,72,lightgreen,A19/39,27/60 (6x10)
a19,38,horz,subh,4709.5,6573.5,120,72,lightgreen,A19/38,27/60 (6x10)
a19,37,horz,subh,4709.5,6645.5,120,72,lightgreen,A19/37,27/60 (6x10)
a19,36,horz,subh,4709.5,6717.5,120,72,lightgreen,A19/36,27/60 (6x10)
a19,35,horz,subh,4709.5,6789.5,120,72,lightgreen,A19/35,27/60 (6x10)
a19,34,horz,subh,4709.5,6861.5,120,72,lightgreen,A19/34,27/60 (6x10)
a19,33,horz,subh,4709.5,6933.5,120,72,lightgreen,A19/33,27/60 (6x10)
a19,1,horz,subh30,4829.5,5961.5,120,108,limegreen,A19/01,27/60 (6x10) +30
a19,2,horz,subh,4829.5,6069.5,120,72,lightgreen,A19/02,27/60 (6x10)
a19,3,horz,subh,4829.5,6141.5,120,72,lightgreen,A19/03,27/60 (6x10)
a19,4,horz,subh,4829.5,6213.5,120,72,lightgreen,A19/04,27/60 (6x10)
a19,5,horz,subh,4829.5,6285.5,120,72,lightgreen,A19/05,27/60 (6x10)
a19,6,horz,subh,4829.5,6357.5,120,72,lightgreen,A19/06,27/60 (6x10)
a19,7,horz,subh,4829.5,6429.5,120,72,lightgreen,A19/07,27/60 (6x10)
a19,8,horz,subh,4829.5,6501.5,120,72,lightgreen,A19/08,27/60 (6x10)
a19,9,horz,subh,4829.5,6573.5,120,72,lightgreen,A19/09,27/60 (6x10)
a19,10,horz,subh,4829.5,6645.5,120,72,lightgreen,A19/10,27/60 (6x10)
a19,11,horz,subh,4829.5,6717.5,120,72,lightgreen,A19/11,27/60 (6x10)
a19,12,horz,subh,4829.5,6789.5,120,72,lightgreen,A19/12,27/60 (6x10)
a19,13,horz,subh,4829.5,6861.5,120,72,lightgreen,A19/12A,27/60 (6x10)
a19,14,horz,subh,4829.5,6933.5,120,72,lightgreen,A19/14,27/60 (6x10)
a20,46,horz,subh30,4385.5,5961.5,120,108,limegreen,A20/46,27/60 (6x10) +30
a20,45,horz,subh,4385.5,6069.5,120,72,lightgreen,A20/45,27/60 (6x10)
a20,44,horz,subh,4385.5,6141.5,120,72,lightgreen,A20/44,27/60 (6x10)
a20,43,horz,subh,4385.5,6213.5,120,72,lightgreen,A20/43,27/60 (6x10)
a20,42,horz,subh,4385.5,6285.5,120,72,lightgreen,A20/42,27/60 (6x10)
a20,41,horz,subh,4385.5,6357.5,120,72,lightgreen,A20/41,27/60 (6x10)
a20,40,horz,subh,4385.5,6429.5,120,72,lightgreen,A20/40,27/60 (6x10)
a20,39,horz,subh,4385.5,6501.5,120,72,lightgreen,A20/39,27/60 (6x10)
a20,38,horz,subh,4385.5,6573.5,120,72,lightgreen,A20/38,27/60 (6x10)
a20,37,horz,subh,4385.5,6645.5,120,72,lightgreen,A20/37,27/60 (6x10)
a20,36,horz,subh,4385.5,6717.5,120,72,lightgreen,A20/36,27/60 (6x10)
a20,35,horz,subh,4385.5,6789.5,120,72,lightgreen,A20/35,27/60 (6x10)
a20,34,horz,subh,4385.5,6861.5,120,72,lightgreen,A20/34,27/60 (6x10)
a20,33,horz,subh,4385.5,6933.5,120,72,lightgreen,A20/33,27/60 (6x10)
a20,1,horz,subh30,4505.5,5961.5,120,108,limegreen,A20/01,27/60 (6x10) +30
a20,2,horz,subh,4505.5,6069.5,120,72,lightgreen,A20/02,27/60 (6x10)
a20,3,horz,subh,4505.5,6141.5,120,72,lightgreen,A20/03,27/60 (6x10)
a20,4,horz,subh,4505.5,6213.5,120,72,lightgreen,A20/04,27/60 (6x10)
a20,5,horz,subh,4505.5,6285.5,120,72,lightgreen,A20/05,27/60 (6x10)
a20,6,horz,subh,4505.5,6357.5,120,72,lightgreen,A20/06,27/60 (6x10)
a20,7,horz,subh,4505.5,6429.5,120,72,lightgreen,A20/07,27/60 (6x10)
a20,8,horz,subh,4505.5,6501.5,120,72,lightgreen,A20/08,27/60 (6x10)
a20,9,horz,subh,4505.5,6573.5,120,72,lightgreen,A20/09,27/60 (6x10)
a20,10,horz,subh,4505.5,6645.5,120,72,lightgreen,A20/10,27/60 (6x10)
a20,11,horz,subh,4505.5,6717.5,120,72,lightgreen,A20/11,27/60 (6x10)
a20,12,horz,subh,4505.5,6789.5,120,72,lightgreen,A20/12,27/60 (6x10)
a20,13,horz,subh,4505.5,6861.5,120,72,lightgreen,A20/12A,27/60 (6x10)
a20,14,horz,subh,4505.5,6933.5,120,72,lightgreen,A20/14,27/60 (6x10)
a21,46,horz,subh30,4061.5,5961.5,120,108,limegreen,A21/46,27/60 (6x10) +30
a21,45,horz,subh,4061.5,6069.5,120,72,lightgreen,A21/45,27/60 (6x10)
a21,44,horz,subh,4061.5,6141.5,120,72,lightgreen,A21/44,27/60 (6x10)
a21,43,horz,subh,4061.5,6213.5,120,72,lightgreen,A21/43,27/60 (6x10)
a21,42,horz,subh,4061.5,6285.5,120,72,lightgreen,A21/42,27/60 (6x10)
a21,41,horz,subh,4061.5,6357.5,120,72,lightgreen,A21/41,27/60 (6x10)
a21,40,horz,subh,4061.5,6429.5,120,72,lightgreen,A21/40,27/60 (6x10)
a21,39,horz,subh,4061.5,6501.5,120,72,lightgreen,A21/39,27/60 (6x10)
a21,38,horz,subh,4061.5,6573.5,120,72,lightgreen,A21/38,27/60 (6x10)
a21,37,horz,subh,4061.5,6645.5,120,72,lightgreen,A21/37,27/60 (6x10)
a21,36,horz,subh,4061.5,6717.5,120,72,lightgreen,A21/36,27/60 (6x10)
a21,35,horz,subh,4061.5,6789.5,120,72,lightgreen,A21/35,27/60 (6x10)
a21,34,horz,subh,4061.5,6861.5,120,72,lightgreen,A21/34,27/60 (6x10)
a21,33,horz,subh,4061.5,6933.5,120,72,lightgreen,A21/33,27/60 (6x10)
a21,1,horz,subh30,4181.5,5961.5,120,108,limegreen,A21/01,27/60 (6x10) +30
a21,2,horz,subh,4181.5,6069.5,120,72,lightgreen,A21/02,27/60 (6x10)
a21,3,horz,subh,4181.5,6141.5,120,72,lightgreen,A21/03,27/60 (6x10)
a21,4,horz,subh,4181.5,6213.5,120,72,lightgreen,A21/04,27/60 (6x10)
a21,5,horz,subh,4181.5,6285.5,120,72,lightgreen,A21/05,27/60 (6x10)
a21,6,horz,subh,4181.5,6357.5,120,72,lightgreen,A21/06,27/60 (6x10)
a21,7,horz,subh,4181.5,6429.5,120,72,lightgreen,A21/07,27/60 (6x10)
a21,8,horz,subh,4181.5,6501.5,120,72,lightgreen,A21/08,27/60 (6x10)
a21,9,horz,subh,4181.5,6573.5,120,72,lightgreen,A21/09,27/60 (6x10)
a21,10,horz,subh,4181.5,6645.5,120,72,lightgreen,A21/10,27/60 (6x10)
a21,11,horz,subh,4181.5,6717.5,120,72,lightgreen,A21/11,27/60 (6x10)
a21,12,horz,subh,4181.5,6789.5,120,72,lightgreen,A21/12,27/60 (6x10)
a21,13,horz,subh,4181.5,6861.5,120,72,lightgreen,A21/12A,27/60 (6x10)
a21,14,horz,subh,4181.5,6933.5,120,72,lightgreen,A21/14,27/60 (6x10)
a23,1,horz,comh,5845.5,7065.5,144,72,violet,A23/01,36/72 (6x12)
a23,2,horz,comh,5845.5,7137.5,144,72,violet,A23/02,36/72 (6x12)
a23,3,horz,comh,5845.5,7209.5,144,72,violet,A23/03,36/72 (6x12)
a23,42,horz,subh,5725.5,7449.5,120,72,lightgreen,A23/42,27/60 (6x10)
a23,41,horz,subh,5725.5,7521.5,120,72,lightgreen,A23/41,27/60 (6x10)
a23,40,horz,subh,5725.5,7593.5,120,72,lightgreen,A23/40,27/60 (6x10)
a23,39,horz,subh,5725.5,7665.5,120,72,lightgreen,A23/39,27/60 (6x10)
a23,38,horz,subh,5725.5,7737.5,120,72,lightgreen,A23/38,27/60 (6x10)
a23,37,horz,subh30,5725.5,7809.5,120,108,limegreen,A23/37,27/60 (6x10) +30
a23,6,horz,comh,5845.5,7449.5,144,72,violet,A23/06,36/72 (6x12)
a23,7,horz,comh,5845.5,7521.5,144,72,violet,A23/07,36/72 (6x12)
a23,8,horz,comh,5845.5,7593.5,144,72,violet,A23/08,36/72 (6x12)
a23,9,horz,comh,5845.5,7665.5,144,72,violet,A23/09,36/72 (6x12)
a23,10,horz,comh,5845.5,7737.5,144,72,violet,A23/10,36/72 (6x12)
a23,11,horz,comh,5845.5,7809.5,144,72,violet,A23/11,36/72 (6x12)
a23,12,horz,comh,5845.5,7881.5,144,72,violet,A23/12,36/72 (6x12)
a23,13,horz,comh,5845.5,7953.5,144,72,violet,A23/12A,36/72 (6x12)
a23,14,horz,comh,5845.5,8025.5,144,72,violet,A23/14,36/72 (6x12)
a23,15,horz,comh,5845.5,8097.5,144,72,violet,A23/15,36/72 (6x12)
a23,16,horz,comh36,5845.5,8169.5,144,108,darkviolet,A23/16,36/72 (6x12) +36
a25,46,horz,subh,5033.5,7161.5,120,72,lightgreen,A25/46,27/60 (6x10)
a25,45,horz,subh,5033.5,7233.5,120,72,lightgreen,A25/45,27/60 (6x10)
a26,46,horz,subh,4709.5,7161.5,120,72,lightgreen,A26/46,27/60 (6x10)
a26,45,horz,subh,4709.5,7233.5,120,72,lightgreen,A26/45,27/60 (6x10)
a26,44,horz,subh,4709.5,7305.5,120,72,lightgreen,A26/44,27/60 (6x10)
a26,43,horz,subh,4709.5,7377.5,120,72,lightgreen,A26/43,27/60 (6x10)
a26,42,horz,subh,4709.5,7449.5,120,72,lightgreen,A26/42,27/60 (6x10)
a26,41,horz,subh,4709.5,7521.5,120,72,lightgreen,A26/41,27/60 (6x10)
a26,40,horz,subh,4709.5,7593.5,120,72,lightgreen,A26/40,27/60 (6x10)
a26,39,horz,subh,4709.5,7665.5,120,72,lightgreen,A26/39,27/60 (6x10)
a26,1,horz,subh,4829.5,7161.5,120,72,lightgreen,A26/01,27/60 (6x10)
a26,2,horz,subh,4829.5,7233.5,120,72,lightgreen,A26/02,27/60 (6x10)
a26,3,horz,subh,4829.5,7305.5,120,72,lightgreen,A26/03,27/60 (6x10)
a26,4,horz,subh,4829.5,7377.5,120,72,lightgreen,A26/04,27/60 (6x10)
a26,5,horz,subh,4829.5,7449.5,120,72,lightgreen,A26/05,27/60 (6x10)
a27,46,horz,subh,4385.5,7161.5,120,72,lightgreen,A27/46,27/60 (6x10)
a27,45,horz,subh,4385.5,7233.5,120,72,lightgreen,A27/45,27/60 (6x10)
a27,44,horz,subh,4385.5,7305.5,120,72,lightgreen,A27/44,27/60 (6x10)
a27,43,horz,subh,4385.5,7377.5,120,72,lightgreen,A27/43,27/60 (6x10)
a27,42,horz,subh,4385.5,7449.5,120,72,lightgreen,A27/42,27/60 (6x10)
a27,41,horz,subh,4385.5,7521.5,120,72,lightgreen,A27/41,27/60 (6x10)
a27,40,horz,subh,4385.5,7593.5,120,72,lightgreen,A27/40,27/60 (6x10)
a27,39,horz,subh,4385.5,7665.5,120,72,lightgreen,A27/39,27/60 (6x10)
a27,38,horz,subh,4385.5,7737.5,120,72,lightgreen,A27/38,27/60 (6x10)
a27,37,horz,subh30,4385.5,7809.5,120,108,limegreen,A27/37,27/60 (6x10) +30
a27,1,horz,subh,4505.5,7161.5,120,72,lightgreen,A27/01,27/60 (6x10)
a27,2,horz,subh,4505.5,7233.5,120,72,lightgreen,A27/02,27/60 (6x10)
a27,3,horz,subh,4505.5,7305.5,120,72,lightgreen,A27/03,27/60 (6x10)
a27,4,horz,subh,4505.5,7377.5,120,72,lightgreen,A27/04,27/60 (6x10)
a27,5,horz,subh,4505.5,7449.5,120,72,lightgreen,A27/05,27/60 (6x10)
a27,6,horz,subh,4505.5,7521.5,120,72,lightgreen,A27/06,27/60 (6x10)
a27,7,horz,subh,4505.5,7593.5,120,72,lightgreen,A27/07,27/60 (6x10)
a27,8,horz,subh,4505.5,7665.5,120,72,lightgreen,A27/08,27/60 (6x10)
a27,9,horz,subh,4505.5,7737.5,120,72,lightgreen,A27/09,27/60 (6x10)
a27,10,horz,subh30,4505.5,7809.5,120,108,limegreen,A27/10,27/60 (6x10) +30
a28,46,horz,subh,4061.5,7161.5,120,72,lightgreen,A28/46,27/60 (6x10)
